LaptopID,Company,Product,TypeName,Inches,ScreenResolution,CPU,RAM,Memory,GPU,OS,Weight,Price in Rs
996,lenovo,ideapad 320-15abr,notebook,15.6,full hd 1920x1080,amd a12-series 9720p 3.6ghz,6,256gb ssd,amd radeon 530,windows,2.2kg,59292.0
997,fujitsu,lifebook a556,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,256gb ssd,intel hd graphics 520,windows,2.3kg,70092.0
998,toshiba,tecra a40-c-1kf,notebook,14.0,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,1.75kg,98820.0
999,dell,inspiron 3567,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,amd radeon r5 m430,windows,2.25kg,64692.0
1000,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 620,windows,2.04kg,87048.0
1001,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.5kg,128412.0
1002,dell,inspiron 5567,notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,8,1tb hdd,amd radeon r7 m445,windows,2.36kg,80892.0
1003,dell,latitude 5480,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,128gb ssd,intel hd graphics 620,windows,1.6kg,120852.0
1004,hp,elitebook folio,netbook,12.5,full hd 1920x1080,intel core m 6y75 1.2ghz,8,512gb ssd,intel hd graphics 515,windows,0.97kg,206064.0
1005,hp,15-bs005nv (i3-6006u/4gb/1tb,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,128gb ssd +  1tb hdd,amd radeon 520,windows,2.1kg,53892.0
1006,lenovo,v110-15iap (n3350/4gb/128gb/no,notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4,128gb ssd,intel hd graphics 500,no os,1.9kg,29226.96
1007,lenovo,thinkpad t560,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,2.3kg,145692.0
1008,dell,inspiron 5378,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.68kg,96012.0
1009,asus,zenbook ux310ua-fb485t,notebook,13.3,quad hd+ 3200x1800,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.4kg,124200.0
1010,hp,spectre 13-v111dx,ultrabook,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.11kg,145692.0
1011,acer,aspire es1-533,notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4,500gb hdd,intel hd graphics 505,windows,2.4kg,41040.0
1012,asus,rog gl553ve-ds74,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.5kg,194292.0
1013,hp,elitebook 840,ultrabook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.48kg,225612.0
1014,acer,nitro 5,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.7kg,136080.0
1015,hp,envy -,notebook,13.3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.34kg,128412.0
1016,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4,128gb ssd,intel hd graphics 620,windows,2.18kg,59076.0
1017,hp,probook 440,notebook,14.0,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,1.64kg,84132.0
1018,toshiba,portege z30-c-16h,notebook,13.3,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,128gb ssd,intel hd graphics 520,windows,1.2kg,129060.0
1019,hp,elitebook 840,notebook,14.0,1366x768,intel core i5 6300u 2.4ghz,4,256gb ssd,intel hd graphics 520,windows,1.48kg,118798.92
1020,hp,probook 640,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,1.95kg,130140.0
1021,hp,elitebook 1040,ultrabook,14.0,full hd 1920x1080,intel core i7 6600u 2.6ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.43kg,156492.0
1022,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,nvidia geforce 930mx,windows,1.64kg,113320.08
1023,hp,probook 440,notebook,14.0,1366x768,intel core i3 7100u 2.4ghz,4,500gb hdd,intel hd graphics 620,windows,1.64kg,73872.0
1024,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,1.0tb hybrid,nvidia geforce gtx 1050,windows,2.65kg,102492.0
1025,hp,elitebook 820,ultrabook,12.5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,1.26kg,166212.0
1026,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,1.48kg,171720.0
1027,hp,elitebook 840,ultrabook,14.0,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.54kg,203818.68
1028,hp,probook 430,notebook,13.3,1366x768,intel core i3 7100u 2.4ghz,4,500gb hdd,intel hd graphics 620,windows,1.49kg,86400.0
1029,toshiba,portege a30-c-1cz,notebook,13.3,1366x768,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.5kg,130680.0
1030,hp,probook 450,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4,256gb ssd,intel hd graphics 620,windows,2.04kg,83158.92
1031,lenovo,thinkpad p70,notebook,17.3,ips panel 4k ultra hd 3840x2160,intel core i7 6820hq 2.7ghz,16,512gb ssd,nvidia quadro 3000m,windows 7,2.4kg,320544.0
1032,toshiba,tecra z40-c-12z,notebook,14.0,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.47kg,160920.0
1033,hp,elitebook 1040,notebook,14.0,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.43kg,240732.0
1034,dell,inspiron 5568,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i3 6100u 2.3ghz,4,1tb hdd,intel hd graphics 520,windows,2.08kg,85966.92
1035,toshiba,portégé z30-c-16k,ultrabook,13.3,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.2kg,171720.0
1036,hp,spectre 13-v100nv,notebook,13.3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.11kg,124092.0
1037,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,nvidia geforce 930mx,windows,1.64kg,128026.44
1038,dell,latitude e5570,notebook,15.6,full hd 1920x1080,intel core i5 6300u 2.4ghz,8,500gb hdd,intel hd graphics 520,windows,2.09kg,113015.52
1039,hp,elitebook 820,ultrabook,12.5,1366x768,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,1.26kg,168372.0
1040,hp,probook 650,notebook,14.0,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,2.31kg,128412.0
1041,hp,probook 640,notebook,14.0,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,1.95kg,114480.0
1042,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.29kg,175392.0
1043,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,nvidia geforce 930mx,windows,2.63kg,116640.0
1044,hp,probook 440,notebook,14.0,1366x768,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,1.64kg,105084.0
1045,acer,aspire 3,notebook,15.6,1366x768,amd a9-series 9420 3ghz,6,1tb hdd,amd radeon r5,windows,2.1kg,44172.0
1046,msi,gl72m 7rdx,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.7kg,128714.4
1047,hp,probook 640,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.95kg,129060.0
1048,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.84kg,132730.92
1049,hp,elitebook 820,ultrabook,12.5,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.26kg,145692.0
1050,hp,probook 450,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,2.04kg,80136.0
1051,toshiba,tecra z40-c-136,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,8,256gb ssd,intel hd graphics 520,windows,1.47kg,186300.0
1052,dell,latitude e5570,notebook,15.6,full hd 1920x1080,intel core i5 6300u 2.4ghz,8,256gb ssd,intel hd graphics 520,windows 7,2.09kg,114798.6
1053,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.64kg,109135.08
1054,lenovo,yoga 500-15isk,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,4,256gb ssd,intel hd graphics 520,windows,1.8kg,91476.0
1055,vero,v142 (x5-z8350/2gb/32gb/w10),notebook,14.0,1366x768,intel atom x5-z8350 1.44ghz,2,32gb flash storage,intel hd graphics 400,windows,1.45kg,22766.4
1056,toshiba,tecra a50-c-218,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6500u 2.5ghz,16,256gb ssd,nvidia geforce 930m,windows,2.4kg,153900.0
1057,lenovo,thinkpad l560,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,2.3kg,113356.8
1058,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,1.54kg,108000.0
1059,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i5 6300u 2.4ghz,8,256gb ssd +  500gb hdd,intel hd graphics 520,windows,1.84kg,227160.72000000003
1060,hp,elitebook 1040,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.43kg,158652.0
1061,msi,gt72s dominator,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,3.78kg,166929.12000000002
1062,lenovo,ideapad y900-17isk,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,4.6kg,247318.92
1063,asus,chromebook c202sa,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,4,16gb flash storage,intel hd graphics 400,chrome os,1.2kg,31093.2
1064,lenovo,thinkpad x1,notebook,14.0,ips panel 2560x1440,intel core i7 6600u 2.6ghz,16,256gb ssd,intel hd graphics 520,windows 7,1.1kg,282960.0
1065,hp,noteb pav,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce 940mx,windows,1.91kg,105732.0
1066,dell,inspiron 5578,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,2.3kg,118152.0
1067,hp,probook 450,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,2.04kg,105732.0
1068,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16,1tb ssd,intel hd graphics 620,windows,1.2kg,243432.0
1069,hp,probook 650,notebook,15.6,1366x768,intel core i3 6100u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,2.31kg,76156.2
1070,hp,250 g5,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,no os,1.96kg,53892.0
1071,acer,aspire es1-523,notebook,15.6,1366x768,amd a8-series 7410 2.2ghz,8,1tb hdd,amd radeon r5,windows,2.4kg,48492.0
1072,dell,inspiron 7378,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12,256gb ssd,intel hd graphics 620,windows,1.6kg,140292.0
1073,msi,gt62vr 6rd,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.94kg,196452.0
1074,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,2.04kg,115560.0
1075,asus,rog g752vl-gc088d,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,1tb hdd,nvidia geforce gtx 965m,no os,4kg,107784.0
1076,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,1tb hdd,intel hd graphics,windows,2.25kg,60372.0
1077,dell,inspiron 5567,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,2tb hdd,amd radeon r7 m445,windows,2.32kg,106918.92
1079,msi,gs63vr 6rf,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,1.8kg,208332.0
1080,dell,xps 13,ultrabook,13.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.29kg,157464.0
1081,asus,rog g701vo,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,64,1tb ssd,nvidia geforce gtx 980,windows,3.58kg,429300.0
1082,dell,inspiron 5368,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.62kg,86185.08
1083,dell,alienware 15,gaming,15.6,4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows,3.21kg,143532.0
1084,apple,"macbook 12""",ultrabook,12.0,ips panel retina display 2304x1440,intel core m 1.1ghz,8,256gb flash storage,intel hd graphics 515,mac os x,0.920kg,140400.0
1085,dell,latitude 3570,notebook,15.6,1366x768,intel core i3 6100u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,2.06kg,52053.84
1086,hp,probook 650,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,2.31kg,129492.0
1087,hp,elitebook 820,ultrabook,12.5,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.26kg,129492.0
1088,hp,probook 430,notebook,13.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.49kg,117720.0
1089,lenovo,thinkpad yoga,ultrabook,12.5,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.3kg,185056.92
1090,lenovo,ideapad 300-17isk,notebook,17.3,1600x900,intel core i5 6200u 2.3ghz,8,1.0tb hdd,amd radeon r5 m330,windows,3.0kg,71172.0
1091,lenovo,ideapad 700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,4,1tb hdd,nvidia geforce gtx 950m,windows,2.3kg,105516.0
1092,msi,gt72vr dominator,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,3.78kg,269892.0
1093,lenovo,v110-15isk (i5-6200u/4gb/500gb/w10),notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,2.1kg,58320.0
1094,hp,probook 650,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows 7,2.31kg,101520.0
1095,lenovo,yoga 900s-12isk,ultrabook,12.5,ips panel touchscreen 2560x1440,intel core m 6y75 1.2ghz,8,512gb ssd,intel hd graphics 515,windows,0.99kg,151092.0
1096,lenovo,ideapad y900-17isk,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32,512gb ssd +  1.0tb hybrid,nvidia geforce gtx 980m,windows,4.6kg,349920.0
1097,lenovo,yoga book,2 in 1 convertible,10.1,ips panel touchscreen 1920x1200,intel atom x5-z8550 1.44ghz,4,64gb flash storage,intel hd graphics 400,windows,0.69kg,69797.16
1098,hp,spectre x360,ultrabook,13.3,ips panel 4k ultra hd 3840x2160,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.3kg,221292.0
1099,dell,vostro 3568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.18kg,81000.0
1100,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows 7,1.54kg,111346.92
1101,hp,zbook 15u,workstation,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,amd firepro w4190m,windows 7,1.9kg,161460.0
1102,lenovo,thinkpad t460,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,180gb ssd,intel hd graphics 520,windows 7,1.7kg,129492.0
1103,hp,chromebook 13,notebook,13.3,quad hd+ 3200x1800,intel pentium dual core 4405y 1.5ghz,4,32gb flash storage,intel hd graphics 515,chrome os,1.29kg,66420.0
1104,acer,aspire es1-523,notebook,15.6,1366x768,amd a8-series 7410 2.2ghz,4,500gb hdd,amd radeon r5,windows,2.4kg,41796.0
1105,dell,inspiron 3552,notebook,15.6,1366x768,intel pentium quad core n3700 1.6ghz,4,500gb hdd,intel hd graphics,linux,2.2kg,42496.92
1106,hp,250 g6,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,1tb hdd,intel hd graphics 520,no os,1.86kg,37366.92
1107,asus,rog gl702vm-gc354t,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.7kg,172692.0
1108,dell,inspiron 5370,ultrabook,13.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4,256gb ssd,amd radeon 530,windows,1.4kg,88381.8
1109,hp,elitebook 820,netbook,12.5,1366x768,intel core i5 6200u 2.3ghz,4,128gb ssd,intel hd graphics 520,windows 7,2.4kg,172692.0
1110,acer,aspire f5-573g,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd +  1tb hdd,nvidia geforce gtx 950m,windows,2.4kg,86292.0
1111,dell,inspiron 5567,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,1tb hdd,amd radeon r7 m445,windows,2.36kg,68990.4
1112,msi,gs70 stealth,gaming,17.3,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,256gb ssd,nvidia geforce gtx 965m,windows,2.6kg,172692.0
1113,hp,250 g5,notebook,15.6,1366x768,intel pentium quad core n3710 1.6ghz,4,1tb hdd,intel hd graphics 405,windows,1.96kg,54000.0
1114,asus,g752vy-gc162t (i7-6700hq/16gb/1tb,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,4.3kg,248292.0
1115,dell,latitude e5270,ultrabook,12.5,1366x768,intel core i3 6100u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows 7,1.5kg,122596.2
1116,dell,latitude e5270,ultrabook,12.5,1366x768,intel core i3 6100u 2.3ghz,4,128gb ssd,intel hd graphics 520,windows 7,1.5kg,126032.76
1117,acer,chromebook 15,notebook,15.6,1366x768,intel celeron dual core 3205u 1.5ghz,4,16gb ssd,intel hd graphics,chrome os,2.20kg,22572.0
1118,hp,zbook 17,workstation,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,1tb hdd,amd firepro w6150m,windows 7,3.0kg,313092.0
1119,lenovo,legion y520-15ikbn,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,512gb ssd,nvidia geforce gtx 1050 ti,windows,2.4kg,129492.0
1120,dell,latitude e5270,ultrabook,12.5,1366x768,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.5kg,152614.8
1121,msi,ge72 apache,gaming,17.3,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2.9kg,163208.52000000002
1122,lenovo,yoga 500-15isk,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,4,256gb ssd,intel hd graphics 520,windows,2.1kg,93636.0
1123,hp,15-bw011nv (a6-9220/4gb/1tb/fhd/w10),notebook,15.6,full hd 1920x1080,amd a6-series 9220 2.5ghz,4,1tb hdd,amd radeon r4,windows,2.1kg,42984.0
1124,asus,rog gl552vw-cn470t,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2.59kg,144612.0
1125,hp,elitebook 1030,notebook,13.3,quad hd+ / touchscreen 3200x1800,intel core m 6y54 1.1ghz,8,256gb ssd,intel hd graphics 515,windows,1.16kg,183492.0
1126,dell,vostro 3559,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,amd radeon r5 m315,windows 7,2.24kg,83068.2
1127,lenovo,v110-15isk (i3-6006u/4gb/128gb/w10),notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,128gb ssd,intel hd graphics 520,windows,2.1kg,46332.0
1128,hp,spectre pro,ultrabook,13.3,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,512gb ssd,intel hd graphics 520,windows,1.16kg,212652.0
1129,lenovo,yoga book,2 in 1 convertible,10.1,ips panel touchscreen 1920x1200,intel atom x5-z8550 1.44ghz,4,64gb flash storage,intel hd graphics 400,android,0.69kg,59292.0
1130,dell,xps 13,ultrabook,13.3,full hd 1920x1080,intel core i7 7560u 2.4ghz,8,256gb ssd,intel iris plus graphics 640,windows,1.23kg,148932.0
1131,lenovo,ideapad y900-17isk,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,16,256gb ssd +  1.0tb hybrid,nvidia geforce gtx 980m,windows,4.6kg,296998.92
1132,razer,blade stealth,ultrabook,12.5,touchscreen / 4k ultra hd 3840x2160,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.25kg,111132.0
1133,toshiba,portege x30-d-10k,ultrabook,13.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.05kg,240408.0
1134,asus,rog gl752vw-t4308t,gaming,17.3,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,3.52kg,141748.92
1135,vero,v131 (x5-z8350/4gb/32gb/fhd/w10),notebook,13.3,full hd 1920x1080,intel atom x5-z8350 1.44ghz,4,32gb flash storage,intel hd graphics 400,windows,1.35kg,21168.0
1136,hp,spectre pro,notebook,13.3,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.16kg,182520.0
1137,hp,elitebook 1040,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.43kg,163404.0
1138,dell,latitude e5570,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,linux,2.09kg,56552.04
1139,asus,vivobook max,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4,1tb hdd,intel hd graphics 620,windows,2kg,46980.0
1140,lenovo,thinkpad yoga,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.8kg,180252.0
1141,lenovo,yoga book,2 in 1 convertible,10.1,ips panel touchscreen 1920x1200,intel atom x5-z8550 1.44ghz,4,64gb flash storage,intel hd graphics 400,windows,0.69kg,51732.0
1142,hp,elitebook 820,ultrabook,12.5,1366x768,intel core i5 6300u 2.4ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.26kg,204660.0
1143,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,no os,2.4kg,106812.0
1144,hp,omen -,gaming,17.3,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,3.35kg,121932.0
1145,hp,15-bs078cl (i7-7500u/8gb/2tb/w10),notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,8,2tb hdd,intel hd graphics 620,windows,2.04kg,67932.0
1146,lenovo,thinkpad p40,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 6600u 2.6ghz,8,512gb ssd,nvidia quadro m500m,windows 7,1.8kg,221441.04
1147,asus,l403na-ga013ts (n3350/4gb/32gb/w10),notebook,14.0,1366x768,intel celeron dual core n3350 1.1ghz,4,32gb flash storage,intel hd graphics 500,windows,1.5kg,30024.0
1148,hp,250 g6,ultrabook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.84kg,81216.0
1149,acer,aspire e5-576g,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,1tb hdd,nvidia geforce 940mx,windows,2.23kg,66528.0
1150,lenovo,ideapad 500-15isk,notebook,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,16,1.0tb hybrid,amd radeon r7 m360,windows,2.5kg,118692.0
1151,hp,zbook 17,workstation,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,256gb ssd,nvidia quadro m3000m,windows 7,3kg,426535.2
1153,dell,inspiron 5567,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,1tb hdd,amd radeon r7 m445,windows,2.5kg,84672.0
1154,msi,gt72s dominator,gaming,17.3,full hd 1920x1080,intel core i7 6820hq 2.7ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,3.78kg,259092.0
1155,hp,elitebook 850,ultrabook,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.88kg,234545.76
1156,lenovo,thinkpad x1,2 in 1 convertible,14.0,ips panel touchscreen 2560x1440,intel core i7 6600u 2.6ghz,16,512gb ssd,intel hd graphics 520,windows,2.8kg,263520.0
1157,msi,gp62m 7rdx,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.4kg,123422.4
